"schema","uuid","id","title","datasetcreationdate","abstract","keyword","geoBox","temporalExtent","image","responsibleParty","link","metadatacreationdate","LegalConstraints"
"iso19139","b851b50f-5cea-4a8c-ad94-b5d789f17695","1395","Sleeping Bear Dunes Buoy (45183) [out of the water for the season]","2018-06-06","The National Parks Service at Sleeping Bear Dunes National Lakeshore (SLBE) in collaboration with the University of Wisconsin-Milwaukee School of Freshwater Sciences operates a water quality and meteorological buoy in Good Harbor Bay, just off shore of SLBE, in Lake Michigan.  The buoy provides real-time water quality and meteorological data as well as a benthic imaging for ongoing research and outreach.","wind from direction###wind speed###air pressure###dew point###water temperature - surface###wind gust###45183###GLOS###buoys###observations###atmospheric pressure###wind speed/direction###air temperature###dew point temperature###water temperature###Lake Michigan###Sleeping Bear Dunes###WI###Great Lakes###UWM###SFS###School of Freshwater Sciences###Good Harbor Bay###meteorology###atmospheric pressure###air temperature###dew point temperature###wave period###water temperature###wind speed/direction###wave height###Latitude 44.981639###Longitude -85.830861###Lake Michigan###Great Lakes###Sleeping Bear Dunes###Good Harbor Bay###observationsBuoys###climatology###temperature###water_quality###PortalUpload###WindDirection###WindSpeed###AirTemperature###Air Pressure###WaterTemperature###Relative Humidity###Solar Radiation###Wind Gust","-85.83086###-85.83086###44.98163###44.98163","2018-06-06","","Jeff HoughtonUniversity of Wisconsin-MilwaukeeResearch Technician715-321-0352600 East Greenfield Ave.MilwaukeeWI53204houghtoj@uwm.edu###Jeff HoughtonUniversity of Wisconsin-MilwaukeeResearch Technicianhoughtonj@uwm.edu","###http://uwm.edu/glos/sleeping-bear######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Sleeping+Bear+Dunes######http://data.glos.us/metadata?uuid=b851b50f-5cea-4a8c-ad94-b5d789f17695","2018-10-09T17:08:52","",
"iso19139","b5c39525-49ee-495f-9231-0fa3cfbbb98e","1387","Stannard Rock Buoy (45179) [not in the water]","2017-08-29","In support of the Great Lakes Evaporation Network (GLEN), commercial and recreational boating on  Lake Superior, and improved Great Lakes weather and wave forecasts, a GLOS-funded data buoy was deployed on Lake Superior near Stannard Rock lighthouse on August 29, 2017. The buoy is located in 67 feet of water roughly 1 mile north of the lighthouse, and it provides hourly data on wave height, wave period, wind speed and direction, barometric pressure, surface water temperature, and air temperature.","wave height###wave period###water temperature###wind speed###wind direction###barometric pressure###air temperature###NDBC ID 45179###Stannard Rock###observationsBuoys###climatology###temperature###WindDirection###Significant Wave Period###WindSpeed###SignificantWaveHeight###AirTemperature###Air Pressure###WaterTemperature###Longitude -87.22389###Latitude 47.19472###Lake Superior###Stannard Rock, MI###Great Lakes","-87.22389###-87.22389###47.19472###47.19472","2017-09-082017-11-19","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=b5c39525-49ee-495f-9231-0fa3cfbbb98e&fname=45179_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=b5c39525-49ee-495f-9231-0fa3cfbbb98e&fname=45179_sm.png","John LentersLentic Environmental ServicesSenior Scientist517-294-52578449 Beach DriveLake TomahawkWI54539United Statesjlenters@mac.comemail###John LentersLentic Environmental ServicesSenior Scientist517-294-5257Lake TomahawkWI54539USAjlenters@mac.comemail","###http://glbuoys.glos.us/45179######http://www.ndbc.noaa.gov/station_page.php?station=45179######http://data.glos.us/metadata?uuid=b5c39525-49ee-495f-9231-0fa3cfbbb98e######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Stannard+Rock+Buoy","2018-10-09T17:07:07","############Other constraints Accuracy of real-time data cannot be guaranteed, and should be used  judiciously. ###Accuracy of real-time data cannot be guaranteed,and should be used judiciously.",
"iso19139","a1a14544-dcf9-4058-ac84-d1b3d6cae304","1441","Winthrop Harbor Buoy (45187)","2018-07-23","","atmospheric pressure###air temperature###dew point temperature###significant wave height###wave period###water temperature###wind speed/wind direction###Longitude -87.457322###Latitude 42.294570###Lake Michigan###Waukegan, IL###Great Lakes###wind speed###air temperature###wind direction###air pressure###dew point###significant wave period###water temperature - surface###wind gust###thermistor###NDBC ID 45187###weather###buoys###observations###waves###atmospheric pressure###dew point temperature###significant wave height###wave period###water temperature###wind speed/wind direction###Lake Michigan###Waukegan###IL###Great Lakes###observationsBuoys###climatology###temperature###Wind from Direction###Significant Wave Period###SignificantWaveHeight###AirTemperature###WaterTemperature###eastward_current###northward_current###battery_voltage###max_wave_height###significant_wave_from_direction###Wind Speed","-87.46732###-87.46732###42.29457###42.29457","2018-07-23","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=a1a14544-dcf9-4058-ac84-d1b3d6cae304&fname=45187_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=a1a14544-dcf9-4058-ac84-d1b3d6cae304&fname=45187.png","Ethan J. TheuerkaufIllinois State Geological SurveyCoastal Geologistejtheu@illinois.edu###Ethan J. TheuerkaufIllinois State Geological SurveyCoastal GeologistUSAejtheu@illinois.edu","###http://glbuoys.glos.us/45187######http://www.ndbc.noaa.gov/station_page.php?station=45187######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Winthrop+Harbor+Buoy######http://data.glos.us/metadata?uuid=a1a14544-dcf9-4058-ac84-d1b3d6cae304","2018-10-09T17:12:23","",
"iso19139","3e8f8a82-3b43-4937-a53e-2cd95f9f452a","1440","Waukegan Buoy (45186)","2018-07-23","","atmospheric pressure###air temperature###dew point temperature###significant wave height###wave period###water temperature###wind speed/wind direction###Longitude -87.476911###Latitude 42.221041###Lake Michigan###Waukegan, IL###Great Lakes###wind speed###air temperature###wind direction###air pressure###dew point###significant wave period###water temperature - surface###wind gust###thermistor###NDBC ID 45186###weather###buoys###observations###waves###atmospheric pressure###dew point temperature###significant wave height###wave period###water temperature###wind speed/wind direction###Lake Michigan###Waukegan###IL###Great Lakes###observationsBuoys###climatology###temperature###WindDirection###Significant Wave Period###WindSpeed###SignificantWaveHeight###AirTemperature###WaterTemperature###eastward_current###northward_current###battery_voltage###max_wave_height###significant_wave_from_direction","-87.47691###-87.47691###42.22104###42.22104","2018-07-23","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=3e8f8a82-3b43-4937-a53e-2cd95f9f452a&fname=45186_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=3e8f8a82-3b43-4937-a53e-2cd95f9f452a&fname=45186.png","Ethan J. TheuerkaufIllinois State Geological SurveyCoastal Geologistejtheu@illinois.edu###Ethan J. TheuerkaufIllinois State Geological SurveyCoastal GeologistUSAejtheu@illinois.edu","###http://glbuoys.glos.us/45186######http://www.ndbc.noaa.gov/station_page.php?station=45186######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Waukegan+Buoy######http://data.glos.us/metadata?uuid=3e8f8a82-3b43-4937-a53e-2cd95f9f452a","2018-10-09T17:11:42","",
"iso19139","37d8a014-a4e8-429b-8975-e040d3dc3899","1146","Cleveland Crib Bottom Sonde (45176b)","2016-07-21","The water quality sonde is suspended below buoy (45176) that located offshore of Cleveland near the water intake crib to measure surface and bottom water quality.","chlorophyll###blue green algae###conductivity###chlorophyll###blue green algae###water conductivity###NDBC ID 45176b###observations###sonde###Lake Erie###Cleveland###OH###Great Lakes###GLOS_funded###Longitude -81.765###Latitude 41.550###Lake Erie###Cleveland, OH###Great Lakes###habs###observationsBuoys###water_quality###ysi_chlorophyll###ysi_blue_green_algae###water_conductivity###dissolved_oxygen_saturation###dissolved_oxygen","-81.765###-81.765###41.55###41.55","2016-07-21","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=37d8a014-a4e8-429b-8975-e040d3dc3899&fname=sondes_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=37d8a014-a4e8-429b-8975-e040d3dc3899&fname=sondes_sm.png","Ed VerhammeLimnoTechProject Scientist734-332-1200501 Avis Dr.Ann ArborMI48108United Stateseverhamme@limno.com###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIUSAkkoch@limno.com","###http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Cleveland+Crib+Lake+Bottom+%3F+Cleveland%2C+OH######http://data.glos.us/metadata?uuid=37d8a014-a4e8-429b-8975-e040d3dc3899","2018-10-09T17:05:57","",
"iso19139","562f9b89-5232-450f-9b0f-d96cb29a5c8e","301","Oswego buoy (ESF1) [out of the water]","2013-05-23","In-situ buoy in Lake Ontario, Oswego. Owned and maintained by Great Lakes Research Consortium and the State University of New York, College of Environmental Science and Forestry.","air temperature###significant wave height###wave period###water temperature###wind speed/wind direction###atmospheric pressure###dew point temperature###significant wave period###water temperature - surface###wind speed###wind from direction###air pressure at sea level###sea surface wave significant height###sea surface wind wave period###wind speed of gust###ESF1###buoys###waves###observations###air temperature###significant wave height###wave period###water temperature###wind speed/wind direction###atmospheric pressure###dew point temperature###Lake Ontario###Oswego###Great Lakes###ESF###Longitude -76.52###Latitude 43.49###Lake Ontario###Oswego###Great Lakes###observationsBuoys###climatology###temperature###Wind from Direction###Significant Wave Period###WindSpeed###SignificantWaveHeight###AirTemperature###Air Pressure###WaterTemperature###Relative Humidity###WaterTemperature @   3 ft###WaterTemperature @   8 ft###WaterTemperature @  11 ft###WaterTemperature @  15 ft###WaterTemperature @  18 ft###WaterTemperature @  21 ft###WaterTemperature @  25 ft###WaterTemperature @  28 ft###WaterTemperature @  31 ft###WaterTemperature @  34 ft###WaterTemperature @  38 ft###WaterTemperature @  41 ft###WaterTemperature @  44 ft###WaterTemperature @  48 ft###WaterTemperature @  51 ft###WaterTemperature @  54 ft###WaterTemperature @  57 ft###WaterTemperature @  61 ft","-76.52###-76.52###43.49###43.49","2013-05-232016-10-22","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=562f9b89-5232-450f-9b0f-d96cb29a5c8e&fname=ESF_1_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=562f9b89-5232-450f-9b0f-d96cb29a5c8e&fname=ESF_1.png","Mike SatchwellState University of New York College of Environmental Science and ForestrySenior Research Support Specialist, Department of Chemistry315-470-4864315-470-6856121 Jahn LabSyracuseNY13210United Statesmfsatchw@syr.edu###Greg BoyerState University of New York College of Environmental Science and Forestry (SUNY-ESF)Director, Great Lakes Research Consortium315-470-6825320 Jahn LaboratorySyracuseNY13210United Statesglboyer@esf.eduwww.esf.edu/glrc/buoys###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIUSAkkoch@limno.com","###http://data.glos.us/obs/station/15-404.html######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Oswego+Buoy%2C+Lake+Ontario+%28ESF1%29######http://data.glos.us/metadata?uuid=562f9b89-5232-450f-9b0f-d96cb29a5c8e","2018-10-09T17:13:39","",
"iso19139","7f6d6492-93d9-42e3-89c3-2757c59d1614","298","Sodus Bay Center buoy (ESF5) [out of the water]","2013-07-10","In-situ buoy in Lake Ontario. Owned and maintained by  Great Lakes Research Consortium and the State University of New York, College of Environmental Science and Forestry.","air temperature###significant wave height###wave period###water temperature###wind speed/wind direction###atmospheric pressure###dew point temperature###significant wave period###water temperature - surface###wind speed###wind from direction###air pressure at sea level###sea surface wave significant height###sea surface wind wave period###wind speed of gust###ESF5###buoys###waves###observations###air temperature###significant wave height###wave period###water temperature###wind speed/wind direction###atmospheric pressure###dew point temperature###Lake Ontario###Sodus Bay###Great Lakes###ESF###Longitude -76.96###Latitude 43.25###Lake Ontario###Sodus Bay###Great Lakes###observationsBuoys###climatology###temperature###WindDirection###WindSpeed###AirTemperature###Wind Gust###Air Pressure###WaterTemperature###Relative Humidity###WaterTemperature @   3 ft###WaterTemperature @   7 ft###WaterTemperature @  10 ft###WaterTemperature @  13 ft###WaterTemperature @  16 ft###WaterTemperature @  20 ft###WaterTemperature @  23 ft###WaterTemperature @  26 ft###WaterTemperature @  30 ft","-76.96###-76.96###43.25###43.25","2013-07-102017-10-20","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=7f6d6492-93d9-42e3-89c3-2757c59d1614&fname=Sodus-Central3-small_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=7f6d6492-93d9-42e3-89c3-2757c59d1614&fname=Sodus-Central3-small.png","Mike SatchwellState University of New York College of Environmental Science and Forestry (SUNY-ESF)Senior Research Support Specialist315-470-4864315-470-6856121 Jahn LabSyracuseNY13210United Statesmfsatchw@syr.edu###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIUSAkkoch@limno.com","###http://data.glos.us/obs/station/15-407.html######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Sodus+Bay+Center%28ESF5%29######http://data.glos.us/metadata?uuid=7f6d6492-93d9-42e3-89c3-2757c59d1614","2018-10-09T17:18:29","",
"iso19139","132de23c-1d38-4d31-b238-60321897f373","296","Dunkirk Buoy (ESF3)","2013-06-23","In-situ buoy in Lake Erie. Owned and maintained by Great Lakes Research Consortium and the State University of New York, College of Environmental Science and Forestry.","air temperature###significant wave height###wave period###water temperature###wind speed/wind direction###atmospheric pressure###dew point temperature###significant wave period###water temperature - surface###wind speed###wind from direction###air pressure at sea level###sea surface wave significant height###sea surface wind wave period###wind speed of gust###GLOS###ESF3###buoys###waves###observations###air temperature###significant wave height###wave period###water temperature###wind speed/wind direction###atmospheric pressure###dew point temperature###dew point###Lake Erie###Dunkirk###NY###Great Lakes###ESF###Longitude -79.43###Latitude 42.56###Lake Erie###Dunkirk, NY###Great Lakes###observationsBuoys###climatology###temperature###WindDirection###Significant Wave Period###WindSpeed###SignificantWaveHeight###AirTemperature###Air Pressure###WaterTemperature###Relative Humidity###WaterTemperature @   7 ft###WaterTemperature @  13 ft###WaterTemperature @  20 ft###WaterTemperature @  26 ft###WaterTemperature @  33 ft###WaterTemperature @  39 ft###WaterTemperature @  46 ft###WaterTemperature @  52 ft","-79.43###-79.43###42.56###42.56","2013-06-23","","Mike SatchwellState University of New York College of Environmental Science and Forestry (SUNY-ESF)Senior Research Support Specialist315-470-4864315-470-6856320 Jahn LaboratorySyracuseNY13210United Statesmfsatchw@syr.edu###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIUSAkkoch@limno.com","###http://data.glos.us/obs/station/15-410.html######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=SUNY+ESF%2FBuffalo+State%3A+Dunkirk+Buoy%2C+Lake+Erie######http://data.glos.us/metadata?uuid=132de23c-1d38-4d31-b238-60321897f373","2018-10-09T17:16:01","",
"iso19139","c2581693-0353-4c8c-8f61-4b63fb3ba759","493","GLRC Waterfront Meteorological Station (GLRCMET)","2013-11-03","The GLRC's MET station is a full complement of meteorological observations including incident solar radiation.","air temperature###wind speed###wind direction###GLRCMET###GLOS###MTU###dew point###wind gust###air pressure###Great Lakes Research Center###weather###Michigan Technological University###campus###Portage Canal###Houghton###Michigan###live###video###webcam###camera###lake###waterfront###Longitude -88.54606###Latitude 47.12079###Great Lakes###Houghton###Michigan###Portage Canal###climatology###observationsBuoys###temperature###WindDirection###WindSpeed###AirTemperature###Dew Point###Wind Gust###Air Pressure###Solar Radiation###battery_voltage","-88.54606###-88.54606###47.12079###47.12079","2017-11-29","","Christopher K. PinnowGreat Lakes Research CenterElectronics & Computer Engineer906.487.1316100 Phoenix Dr., Rm. 116HoughtonMI49931USAckpinnow@mtu.eduhttp://www.mtu.edu/greatlakes/WWW:LINK-1.0-http--link###Christopher PinnowGreat Lakes Research CenterElectronics & Computer Engineer906-487-0007100 Phoenix Dr., Rm 116HoughtonMI49931USAckpinnow@mtu.edu","###http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=GLRC+Waterfront+Meteorological+Station######http://data.glos.us/metadata?uuid=c2581693-0353-4c8c-8f61-4b63fb3ba759","2018-10-09T17:23:43","",
"iso19139","beb0ae42-9c9d-44b2-a164-d004dd206661","294","Sodus Bay Weather Station (ESF4)","2013-07-10","Stationary weather station in Lake Ontario. Owned and maintained by Great Lakes Research Consortium and the State University of New York, College of Environmental Science and Forestry.","air temperature###wind speed/wind direction###dew point temperature###wind speed###wind from direction###ESF4###weather###observations###air temperature###wind speed/wind direction###dew point temperature###Lake Ontario###Sodus Bay###Great Lakes###ESF###Longitude -76.95###Latitude 43.26###Lake Ontario###Sodus Bay###Great Lakes###climatology###observationsBuoys###temperature###WindDirection###WindSpeed###AirTemperature###Solar Radiation###Relative Humidity","-76.95###-76.95###43.26###43.26","2013-07-10","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=beb0ae42-9c9d-44b2-a164-d004dd206661&fname=ESF4_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=beb0ae42-9c9d-44b2-a164-d004dd206661&fname=ESF4.png","Mike SatchwellState University of New York College of Environmental Science and ForestrySenior Research Support Specialist315-470-4864315-470-6856121 Jahn LabSyracuseNY13210United Statesmfsatchw@syr.edu###Greg BoyerState University of New York College of Environmental Science and Forestry (SUNY-ESF)Director, Great Lakes Research Consortium315-470-6825320 Jahn LaboratorySyracuseNYglboyer@esf.edu###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIUSAkkoch@limno.com","###http://data.glos.us/obs/station/15-406.html######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Sodus+Bay+Weather+Station+%28ESF4%29######http://data.glos.us/metadata?uuid=beb0ae42-9c9d-44b2-a164-d004dd206661","2018-10-09T17:17:10","",
"iso19139","c7230789-c800-42b8-90bb-94aaba973f57","300","Oneida Lake Weather Station (ESF7) [hit by lightning, may not be deployed 2018]","2013-08-22","Stationary weather station in Oneida Lake. Owned and maintained by Great Lakes Research Consortium and the State University of New York, College of Environmental Science and Forestry.","air temperature###wind speed/wind direction###dew point temperature###wind speed###wind from direction###weather###ESF7###air temperature###wind speed/wind direction###dew point temperature###Oneida Lake###Great Lakes###ESF###Longitude -75.93###Latitude 43.18###Oneida Lake###Great Lakes###observationsBuoys###climatology###temperature###WindDirection###WindSpeed###AirTemperature###Air Pressure###Relative Humidity","-75.93###-75.93###43.18###43.18","2013-08-222018-01-30","","Mike SatchwellState University of New York  College of Environmental Science and ForestrySenior Research Support Specialist315-470-4864315-470-6856121 Jahn LabSyracuseNY13210United Statesmfsatchw@syr.edu###Greg BoyerState University of New York College of Environmental Science and Forestry (SUNY-ESF)Director, Great Lakes Research Consortium315-470-6825320 Jahn LaboratorySyracuseNY13210United Statesglboyer@esf.edu###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIUSAkkoch@limno.com","###http://data.glos.us/obs/station/15-409.html######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Oneida+Lake+Weather+Station+%28ESF7%29######http://data.glos.us/metadata?uuid=c7230789-c800-42b8-90bb-94aaba973f57","2018-10-09T17:22:09","",
"iso19139","3802e73a-80a7-4d1a-89fd-54fcf09b7130","299","Oneida Lake buoy (ESF6) (Decommissioned - Not Active)","2013-07-10","In-situ buoy in Oneida Lake. Owned and maintained by  Great Lakes Research Consortium and the State University of New York, College of Environmental Science and Forestry.","air temperature###significant wave height###wave period###water temperature###wind speed/wind direction###atmospheric pressure###dew point temperature###significant wave period###water temperature - surface###wind speed###wind from direction###air pressure at sea level###sea surface wave significant height###sea surface wind wave period###wind speed of gust###ESF6###buoys###waves###observations###air temperature###significant wave height###wave period###water temperature###wind speed/wind direction###atmospheric pressure###dew point temperature###Lake Oneida###Great Lakes###Longitude -76.93###Latitude 43.18###Lake Oneida###Great Lakes###climatology###observationsBuoys###temperature###Wind from Direction###WaterTemperature @   0 ft","-75.93###-75.93###43.18###43.18","2013-07-102014-08-12","","Greg BoyerState University of New York College of Environmental Science and Forestry (SUNY-ESF)Director, Great Lakes Research Consortium315-470-6825320 Jahn LaboratorySyracuseNYUnited Statesglboyer@esf.eduwww.esf.edu/glrc/buoys###Great Lakes Research Consortium###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIUSAkkoch@limno.com","###http://data.glos.us/obs/station/15-408.html######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Oneida+Lake+Buoy+%28ESF6%29######http://data.glos.us/metadata?uuid=3802e73a-80a7-4d1a-89fd-54fcf09b7130","2018-10-09T17:20:15","",
"iso19139","25569832-9a54-41e4-94fa-4faa583fdc37","162","Grand Traverse Bay Buoy GTBOSS2 (GTBM4) (Decommissioned - not active)","2009-10-14","Decommissioned buoy in Lake Michigan Grand Traverse Bay, operated by the University of Michigan Marine Hydrodynamics Laboratory.","air temperature###wind speed/direction###air temperature###wind speed###wind from direction###NDBC ID GTBM4###GLOS###decommissioned###Grand Traverse Bay Observing System Station 2###air temperature###wind speed/wind direction###Lake Michigan###Grand Traverse Bay###MI###Great Lakes###Longitude -85.606###Latitude 44.767###Lake Michigan###Grand Traverse Bay, MI###Great Lakes###climatology###observationsBuoys###temperature###Wind from Direction###Air Temperature###Wind Speed","-85.61###-85.61###44.77###44.77","2009-10-142010-10-20","http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=25569832-9a54-41e4-94fa-4faa583fdc37&fname=gtbm4_mini_sm_s.png###http://data.glos.us:80/metadata/srv/eng/resources.get?uuid=25569832-9a54-41e4-94fa-4faa583fdc37&fname=gtbm4_mini.png","Kelli PaigeGreat Lakes Observing System Regional AssociationDirector734-332-6113734.332.6120229 Nickels ArcadeAnn ArborMI48104USAkpaige@glos.ujs###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIUSAkkoch@limno.com","###http://data.glos.us/portal######http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=Grand+Traverse+Bay+Observing+System+Station+2######http://data.glos.us/metadata?uuid=25569832-9a54-41e4-94fa-4faa583fdc37","2018-10-09T17:24:32","",
"iso19139","fdbd5f52-7ed1-4809-b605-4c7a655dde41","884","Keweenaw Waterway Thermistor Chain Data - North","2009-10-10","Michigan Technological University maintains thermistor sensor chains deployed each year at the north and south entrances to the Keweenaw Waterway in Lake Superior. This station is North Entry to Keweenaw Waterway, 47.210397 N, -88.617426 W. Each thermistor chain includes six sensors spaced at 1-m intervals that collect water temperature data at depths of 1-6 m below the surface. The sensor chains were designed by Michigan Tech Research Institute (MTRI) using Thermocron iButtons (model DS1921Z), temperature-sensitive resistors made of a semi-conductive material. Each iButton is enclosed in a 16 mm thick stainless steel can that is able to withstand the harsh conditions of Lake Superior. Following retrieval of the chains at the end of the season, temperature data are transferred from the iButton to a PC using a download wizard. Data are delivered to GLOS annually at the end of the buoy deployment season as a set of text files, one file per sensor. Each file consists of header data describing sampling parameters such as sample rate (60 minutes), temperature scale, mission start time, and total number of samples collected, followed by a data log of dates, times and temperatures. The design, deployment and monitoring of the Keweenaw Waterway thermistor chains is a collaboration between the Michigan Tech University Great Lakes Research Center, Michigan Tech Research Institute and Great Lakes Observing System.","water temperature###thermistor###ndbc moored buoy###buoys###GLOS###MTU Buoy###observations###water temperature###Lake Superior###Keweenaw Waterway###MI###Portage Canal###Longitude -88.617426###Latitude 47.210397###Lake Superior###Keweenaw Waterway, MI###Portage Canal###Michigan###temperature###observationsBuoys###climatology###WaterTemperature @   0 ft","-88.62###-88.62###47.21###47.21","2012-05-15","","Jamey AndersonMichigan Tech University, Great Lakes Research CenterMarine Operations Coordinator906-487-29141400 Townsend Dr.HoughtonMI49931-1295USjameya@mtu.eduPrimary contact for details on sensor deployment and dataset status.###Amanda GrimmMichigan Tech UniversityAsst. Research Scientist734-994-7233Ann ArborMIUSAaggrimm@mtu.eduContact for questions regarding data format and processing or access to 2009-2014 datasets.###Amanda GrimmMichigan Tech Research Institute, Michigan Tech UniversityAsst. Research Scientist734-994-7233734-913-68803600 Green Ct., Ste. 100Ann ArborMI48105USAaggrimm@mtu.edu###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIkkoch@limno.com","###http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=North+Keweenaw+Waterway######http://data.glos.us/metadata?uuid=fdbd5f52-7ed1-4809-b605-4c7a655dde41","2018-10-09T17:26:41","######Use constraints Other restrictions: Limitation not listed######Other constraints Please credit Michigan Tech  University as data originator. ###Please credit Michigan Tech University as data originator.",
"iso19139","5edae886-49dc-4d45-bee9-4e31ba5259ab","883","Keweenaw Waterway Thermistor Chain Data - South","2009-10-10","Michigan Technological University maintains thermistor sensor chains deployed each year at the north and south entrances to the Keweenaw Waterway in Lake Superior. This station is South Entry to Keweenaw Waterway, 46.977896 N, 88.433310 W. Each thermistor chain includes six sensors spaced at 1-m intervals that collect water temperature data at depths of 1-6 m below the surface. The sensor chains were designed by Michigan Tech Research Institute (MTRI) using Thermocron iButtons (model DS1921Z), temperature-sensitive resistors made of a semi-conductive material. Each iButton is enclosed in a 16 mm thick stainless steel can that is able to withstand the harsh conditions of Lake Superior. Following retrieval of the chains at the end of the season, temperature data are transferred from the iButton to a PC using a download wizard. Data are delivered to GLOS annually at the end of the buoy deployment season as a set of text files, one file per sensor. Each file consists of header data describing sampling parameters such as sample rate (60 minutes), temperature scale, mission start time, and total number of samples collected, followed by a data log of dates, times and temperatures. The design, deployment and monitoring of the Keweenaw Waterway thermistor chains is a collaboration between the Michigan Tech University Great Lakes Research Center, Michigan Tech Research Institute and Great Lakes Observing System.","water temperature###thermistor###ndbc moored buoy###buoys###GLOS###MTU Buoy###observations###water temperature###Lake Superior###Keweenaw Waterway###MI###Great Lakes###Longitude -88.433310###Latitude 46.977896###Lake Superior###Keweenaw Waterway, MI###Great Lakes###temperature###climatology###observationsBuoys###WaterTemperature @   0 ft","-88.43###-88.43###46.98###46.98","2012-05-15","","Jamey AndersonMichigan Tech University, Great Lakes Research CenterMarine Operations Coordinator906-487-29141400 Townsend Dr.HoughtonMI49931-1295USjameya@mtu.eduPrimary contact for details on sensor deployment and dataset status.###Amanda GrimmMichigan Tech UniversityAsst. Research Scientist734-994-7233Ann ArborMIUSAaggrimm@mtu.eduContact for questions regarding data format and processing or access to 2009-2014 datasets.###Amanda GrimmMichigan Tech Research Institute, Michigan Tech UniversityAsst. Research Scientist734-994-7233734-913-68803600 Green Ct., Ste. 100Ann ArborMI48105USAaggrimm@mtu.edu###Kathy KochLimnoTech / GLOSData Curator734-332-1200Ann ArborMIUSAkkoch@limno.com","###http://data.glos.us/portal/getObsByPlatform.php?provider=glos&platform=South+Keweenaw+Waterway######http://data.glos.us/metadata?uuid=5edae886-49dc-4d45-bee9-4e31ba5259ab","2018-10-09T17:27:38","######Use constraints Other restrictions: Limitation not listed######Other constraints Please credit Michigan Tech  University as data originator. ###Please credit Michigan Tech University as data originator.",
